N,P,K,pH,Rainfall(mm),Temperature(°C),Humidity(%),SoilType,Region,Season,Crop,SoilOrganicCarbon(%),Altitude(m),IrrigationAvailability,WindSpeed(km/h),SoilMoisture(%),WaterTableDepth(m),HistoricalYield(t/ha)
72,110,139,7.57,284.1,29.0,62.6,Silty,West Bengal,Rabi,Wheat,2.29,2062.0,Yes,14.8,8.4,23.4,7.91
127,86,33,5.22,194.9,21.1,68.3,Silty,Gujarat,Zaid,Wheat,1.9,2434.0,No,15.7,31.9,11.7,7.6
65,138,105,4.38,88.1,30.9,60.4,Clay,Punjab,Rabi,Maize,0.36,2310.0,No,25.7,39.5,28.5,3.08
9,120,198,6.76,73.3,30.1,50.2,Chalky,Punjab,Kharif,Jowar,1.89,1242.0,No,3.9,28.2,2.5,2.68
113,25,6,4.1,185.6,34.4,47.0,Peaty,Bihar,Zaid,Wheat,2.99,2811.0,Yes,8.5,16.6,16.5,7.95
83,112,65,5.45,191.6,25.0,53.9,Peaty,Tamil Nadu,Rabi,Cotton,0.53,792.0,No,12.3,44.5,12.2,1.85
0,23,68,7.4,99.8,38.5,62.8,Silty,Gujarat,Rabi,Wheat,1.95,2753.0,No,1.9,31.0,25.2,1.57
71,82,89,6.01,92.0,32.7,52.5,Loamy,Bihar,Rabi,Cotton,0.68,1375.0,Yes,7.5,44.4,2.7,5.69
25,24,46,5.49,61.8,36.8,41.7,Clay,Andhra Pradesh,Zaid,Barley,1.55,303.0,Yes,25.8,34.6,7.7,3.23
79,45,118,7.27,128.7,33.2,82.7,Silty,Andhra Pradesh,Rabi,Barley,1.79,1541.0,Yes,2.6,48.0,12.6,2.85
119,61,80,4.14,153.1,35.9,45.7,Silty,Maharashtra,Rabi,Cotton,0.39,2654.0,Yes,4.3,10.6,7.6,8.26
10,133,162,6.99,146.9,36.8,47.0,Loamy,Bihar,Rabi,Cotton,2.54,2650.0,No,25.4,36.9,18.6,7.23
39,96,90,6.43,264.4,22.3,48.3,Peaty,Punjab,Rabi,Jowar,1.09,1278.0,Yes,13.2,15.8,11.7,6.09
115,47,8,6.76,70.0,21.7,62.0,Chalky,Gujarat,Rabi,Pulses,1.91,2294.0,No,29.1,47.7,25.8,8.32
95,22,103,7.73,155.0,30.2,78.2,Chalky,Andhra Pradesh,Zaid,Rice,1.55,1960.0,Yes,1.3,38.7,20.7,8.13
112,59,89,4.99,259.2,22.0,68.5,Peaty,Maharashtra,Zaid,Barley,2.47,314.0,No,26.8,17.6,5.2,1.83
28,136,94,4.67,53.4,31.7,45.0,Peaty,Maharashtra,Rabi,Rice,0.37,2584.0,No,27.0,9.2,13.5,6.2
134,105,118,4.85,179.8,32.6,47.8,Peaty,Tamil Nadu,Kharif,Bajra,2.26,311.0,No,11.6,25.1,25.8,7.98
57,51,53,5.44,259.0,23.8,73.4,Clay,Tamil Nadu,Rabi,Maize,0.32,58.0,No,17.9,5.4,2.8,5.24
60,44,71,6.82,232.9,20.1,67.2,Silty,Gujarat,Zaid,Rice,0.33,2159.0,No,24.9,47.1,10.4,6.59
50,33,39,8.48,133.9,28.6,82.6,Loamy,West Bengal,Rabi,Bajra,1.96,1982.0,Yes,14.9,12.0,8.4,9.0
34,64,100,7.81,214.3,36.4,62.1,Peaty,Andhra Pradesh,Zaid,Pulses,2.98,335.0,Yes,14.9,20.9,5.0,4.34
113,11,39,8.02,138.2,24.2,69.6,Silty,Andhra Pradesh,Kharif,Rice,2.47,681.0,No,1.7,38.0,4.1,9.05
41,18,19,7.73,241.7,23.9,70.5,Clay,Maharashtra,Zaid,Jowar,0.34,1035.0,Yes,16.8,18.4,24.8,9.99
130,92,54,4.95,87.9,24.2,89.1,Clay,Punjab,Rabi,Bajra,2.07,544.0,Yes,18.9,37.0,14.7,7.59
65,73,107,4.39,130.8,26.7,84.0,Peaty,Punjab,Kharif,Maize,0.71,1114.0,No,7.1,6.2,7.8,9.73
110,99,60,5.74,176.4,31.8,67.3,Silty,Bihar,Kharif,Cotton,2.71,1841.0,Yes,19.6,10.3,6.5,4.37
57,7,140,6.13,252.8,27.9,79.7,Chalky,Maharashtra,Kharif,Cotton,1.29,2560.0,No,17.8,6.0,25.7,6.69
117,136,177,7.54,120.3,25.9,69.3,Sandy,Gujarat,Kharif,Wheat,1.53,2527.0,Yes,1.3,8.9,14.4,5.93
2,57,69,4.69,158.7,30.8,42.7,Chalky,Punjab,Zaid,Jowar,2.39,2203.0,No,9.3,20.7,28.2,9.92
50,75,164,5.73,108.7,21.1,45.4,Chalky,Gujarat,Kharif,Pulses,0.44,2448.0,Yes,4.0,29.8,22.2,3.8
30,5,63,7.88,160.0,26.3,61.2,Clay,Andhra Pradesh,Zaid,Barley,1.42,2413.0,No,14.8,6.5,26.9,4.02
77,25,163,7.75,98.5,27.9,86.2,Peaty,Bihar,Kharif,Barley,2.21,1800.0,No,24.0,38.9,24.7,8.57
33,90,68,5.34,291.2,39.8,84.9,Silty,Tamil Nadu,Zaid,Rice,2.61,2574.0,No,8.0,15.2,13.4,8.67
104,69,187,6.81,96.2,33.1,63.5,Sandy,Andhra Pradesh,Rabi,Wheat,1.84,1231.0,Yes,15.1,10.9,28.2,3.62
57,99,49,4.45,260.6,39.4,73.7,Clay,Maharashtra,Rabi,Wheat,1.81,2579.0,Yes,21.7,42.8,25.4,5.85
94,144,106,6.9,130.5,30.1,43.2,Silty,Tamil Nadu,Rabi,Wheat,1.03,43.0,Yes,6.8,18.8,22.8,3.95
130,12,111,7.44,131.2,36.3,83.5,Chalky,Maharashtra,Zaid,Barley,0.7,2501.0,Yes,27.9,5.2,11.8,2.71
73,36,107,7.57,95.6,25.0,66.0,Chalky,Bihar,Zaid,Rice,1.78,941.0,No,16.1,23.0,13.8,7.28
136,60,119,4.93,64.3,33.6,48.0,Peaty,Maharashtra,Zaid,Cotton,0.86,1065.0,No,27.6,6.1,2.2,9.67
5,87,166,7.68,123.8,30.3,82.8,Loamy,Tamil Nadu,Zaid,Cotton,1.27,756.0,No,23.3,11.2,1.0,7.21
99,65,63,4.78,131.4,30.7,82.9,Clay,Tamil Nadu,Zaid,Bajra,1.29,1050.0,Yes,24.2,5.8,13.0,6.9
95,103,195,5.34,241.8,21.4,87.3,Sandy,Punjab,Kharif,Rice,2.18,1187.0,Yes,11.3,42.3,1.9,3.34
32,13,195,6.84,221.4,32.4,45.7,Sandy,West Bengal,Rabi,Sugarcane,1.28,30.0,Yes,17.3,25.6,19.7,4.27
56,44,195,5.02,158.2,26.8,85.1,Clay,Gujarat,Kharif,Wheat,0.42,2971.0,No,6.1,31.1,23.0,1.06
34,97,122,7.94,216.3,26.3,59.8,Silty,Gujarat,Zaid,Jowar,2.11,1329.0,No,24.4,31.3,29.6,7.33
61,90,146,7.56,94.7,39.6,57.1,Silty,Maharashtra,Zaid,Barley,1.18,1305.0,Yes,23.3,37.6,8.1,2.05
91,41,101,6.04,154.1,32.4,42.1,Silty,Bihar,Zaid,Barley,2.78,2732.0,Yes,16.5,8.8,10.8,5.17
65,75,83,8.17,169.9,34.2,67.2,Sandy,Maharashtra,Zaid,Cotton,0.51,2242.0,Yes,5.7,40.4,13.8,7.25
28,138,171,6.2,283.2,28.5,86.6,Clay,Punjab,Zaid,Wheat,0.52,1511.0,Yes,3.2,38.7,19.8,2.73
19,49,185,5.88,119.9,29.4,72.7,Clay,Maharashtra,Zaid,Sugarcane,2.52,896.0,No,2.5,24.2,29.8,6.64
89,63,90,5.15,212.5,22.1,86.3,Loamy,Maharashtra,Kharif,Sugarcane,2.6,801.0,No,21.1,44.8,1.2,2.29
52,30,90,5.85,150.0,39.6,41.1,Silty,Maharashtra,Rabi,Cotton,0.49,2391.0,Yes,19.1,13.0,1.6,7.74
131,111,202,6.54,112.7,39.4,78.2,Loamy,Andhra Pradesh,Rabi,Barley,2.54,1623.0,No,9.6,36.3,1.6,3.01
28,80,139,7.11,87.4,36.0,66.9,Peaty,Andhra Pradesh,Rabi,Cotton,0.59,98.0,Yes,7.3,9.0,26.8,1.14
44,121,95,4.96,262.1,21.3,55.5,Loamy,Bihar,Kharif,Wheat,2.03,1971.0,No,15.1,16.0,22.3,4.78
76,74,23,7.62,64.8,38.7,43.2,Loamy,Bihar,Zaid,Sugarcane,1.46,1222.0,Yes,0.4,11.5,8.5,9.64
90,66,128,7.17,145.1,26.4,61.5,Peaty,Maharashtra,Zaid,Bajra,2.04,1583.0,No,9.8,36.5,23.6,7.8
61,34,158,5.52,273.8,26.9,59.8,Silty,Bihar,Zaid,Barley,1.46,2626.0,Yes,17.3,22.8,19.7,6.47
85,88,156,5.53,222.0,27.1,87.8,Loamy,Andhra Pradesh,Zaid,Barley,1.0,912.0,Yes,14.5,25.5,16.7,7.33
87,66,155,7.75,214.8,34.9,47.1,Silty,Bihar,Zaid,Rice,1.61,658.0,No,22.7,45.9,1.1,7.71
46,74,94,7.63,172.2,30.3,60.4,Clay,West Bengal,Rabi,Pulses,1.8,1632.0,No,27.6,32.4,5.4,4.7
25,119,81,5.42,81.3,35.9,62.7,Chalky,Gujarat,Rabi,Jowar,0.81,2200.0,No,18.8,41.6,22.9,6.04
14,87,27,7.72,226.3,24.1,48.2,Chalky,West Bengal,Rabi,Pulses,0.55,991.0,Yes,25.7,46.7,27.3,5.61
14,19,40,5.15,82.6,22.8,56.0,Loamy,Tamil Nadu,Kharif,Wheat,1.43,154.0,No,6.5,35.4,4.2,6.17
129,117,9,5.95,264.5,25.2,82.2,Loamy,Gujarat,Kharif,Barley,1.38,311.0,No,22.5,11.8,27.1,9.87
117,143,172,5.34,268.9,30.2,88.0,Clay,Gujarat,Rabi,Wheat,2.36,2529.0,Yes,29.7,27.0,8.7,8.18
24,78,154,4.7,100.1,39.5,84.4,Sandy,Maharashtra,Zaid,Maize,1.56,2593.0,Yes,13.4,43.3,26.4,9.06
59,126,69,6.14,292.5,30.0,52.7,Silty,Gujarat,Zaid,Barley,0.24,1290.0,No,17.5,18.3,1.6,3.28
42,34,88,7.23,120.9,22.8,76.6,Peaty,Gujarat,Zaid,Cotton,1.56,903.0,Yes,10.0,15.9,7.3,5.97
106,45,79,4.02,233.0,36.5,57.2,Silty,Gujarat,Rabi,Cotton,2.57,616.0,No,22.4,48.6,1.2,2.11
88,75,123,8.48,182.9,39.6,68.1,Chalky,Maharashtra,Zaid,Maize,0.76,1453.0,No,12.8,45.2,18.2,9.68
68,113,9,7.83,166.2,37.4,49.0,Clay,Tamil Nadu,Zaid,Jowar,1.94,59.0,Yes,2.6,21.3,20.8,1.89
15,91,183,4.74,62.5,33.2,67.5,Silty,Andhra Pradesh,Kharif,Cotton,1.57,1832.0,No,23.5,40.5,17.7,6.95
46,59,23,5.8,68.8,33.6,81.2,Silty,Punjab,Zaid,Jowar,1.62,2122.0,Yes,21.3,13.4,14.3,7.55
110,22,42,6.45,128.9,25.6,88.5,Silty,Gujarat,Rabi,Pulses,1.71,1741.0,No,16.1,43.2,24.8,4.17
17,109,103,6.44,272.9,29.6,51.7,Chalky,Maharashtra,Zaid,Barley,1.25,1326.0,No,17.8,11.3,24.9,5.44
110,87,112,6.1,53.0,23.4,64.7,Sandy,Punjab,Kharif,Wheat,1.38,1118.0,No,1.4,38.3,5.2,7.76
17,142,26,4.12,121.8,23.5,89.4,Clay,West Bengal,Kharif,Wheat,2.88,1530.0,Yes,26.1,13.1,27.6,2.36
123,42,62,4.75,50.4,28.8,76.7,Clay,Maharashtra,Zaid,Rice,1.14,413.0,No,10.7,6.0,3.5,5.33
88,117,139,4.03,144.0,30.1,74.5,Chalky,Maharashtra,Rabi,Maize,2.01,1972.0,No,3.7,24.5,21.2,7.59
46,21,56,5.52,295.5,32.6,55.2,Peaty,Bihar,Rabi,Rice,1.04,1517.0,Yes,15.3,28.8,11.6,1.53
76,67,191,5.07,56.5,35.4,44.9,Sandy,Andhra Pradesh,Zaid,Cotton,2.85,1813.0,Yes,28.7,40.2,25.6,2.58
84,26,96,6.24,289.2,22.0,49.5,Clay,Gujarat,Zaid,Jowar,2.56,248.0,Yes,22.5,13.8,21.6,5.56
130,12,142,7.93,227.4,20.7,58.6,Chalky,West Bengal,Rabi,Wheat,1.96,589.0,Yes,4.9,25.3,4.6,2.86
72,130,35,6.84,89.3,29.0,46.2,Clay,Tamil Nadu,Zaid,Bajra,1.86,132.0,No,15.3,37.2,2.6,8.77
9,11,91,6.68,216.1,33.8,62.5,Sandy,Andhra Pradesh,Zaid,Maize,1.52,1336.0,No,0.7,43.7,20.9,8.81
120,11,193,4.12,203.2,21.1,86.0,Clay,Maharashtra,Rabi,Wheat,0.66,1723.0,Yes,17.4,13.6,17.7,6.88
127,91,129,8.24,142.2,37.6,62.7,Clay,Punjab,Zaid,Jowar,2.99,1524.0,No,18.0,26.0,17.9,7.18
88,78,98,6.98,134.7,23.0,85.6,Loamy,Andhra Pradesh,Kharif,Barley,2.52,1808.0,No,16.9,46.2,2.2,4.3
72,120,167,7.47,154.5,37.5,44.5,Chalky,Tamil Nadu,Rabi,Wheat,2.48,966.0,Yes,14.7,39.9,23.9,8.35
51,144,73,7.48,131.9,20.6,82.4,Silty,Gujarat,Zaid,Barley,2.27,193.0,Yes,5.7,31.7,21.4,9.35
102,88,121,4.49,225.7,22.6,50.9,Loamy,Punjab,Rabi,Wheat,1.41,2397.0,No,17.8,23.6,25.1,8.07
100,141,95,5.24,152.8,36.3,47.9,Loamy,Andhra Pradesh,Kharif,Barley,0.53,2664.0,Yes,1.6,20.6,18.8,6.65
117,130,181,7.5,265.3,21.3,51.0,Clay,Maharashtra,Kharif,Bajra,2.82,237.0,Yes,18.8,25.9,19.6,7.5
130,100,103,7.15,243.6,39.2,45.6,Clay,Tamil Nadu,Kharif,Jowar,0.88,145.0,Yes,1.3,35.6,1.3,2.47
35,65,161,8.37,252.2,36.3,89.2,Clay,West Bengal,Kharif,Rice,2.49,208.0,Yes,28.6,34.5,25.2,3.19
27,13,147,8.16,67.7,37.4,64.8,Peaty,Gujarat,Rabi,Cotton,1.66,2889.0,No,23.4,26.4,16.2,1.85
70,33,93,7.76,154.9,33.3,67.1,Clay,Maharashtra,Rabi,Jowar,2.83,2132.0,Yes,27.7,44.9,16.0,4.84
31,89,149,8.49,74.6,35.2,56.8,Silty,Maharashtra,Zaid,Rice,0.72,1886.0,No,7.0,18.1,3.6,9.82
77,90,28,8.47,205.4,21.0,48.1,Chalky,Gujarat,Zaid,Pulses,1.15,2449.0,Yes,7.3,6.2,27.0,3.7
14,117,84,5.91,286.1,36.6,88.4,Loamy,Tamil Nadu,Kharif,Barley,1.53,543.0,No,17.2,14.2,19.8,3.9
133,17,91,6.68,76.3,35.8,84.7,Chalky,Punjab,Kharif,Cotton,0.87,190.0,Yes,19.3,23.8,10.5,2.77
92,42,183,8.03,116.7,37.3,88.8,Chalky,Andhra Pradesh,Rabi,Barley,2.78,193.0,Yes,8.9,44.2,3.7,4.87
96,117,57,5.36,250.8,31.7,77.5,Peaty,West Bengal,Zaid,Sugarcane,1.22,438.0,No,14.5,37.0,25.1,1.5
102,92,195,6.19,196.7,25.6,71.8,Clay,Punjab,Kharif,Barley,0.94,1234.0,Yes,24.3,41.0,3.3,3.19
129,115,86,8.13,267.8,36.1,70.2,Sandy,Tamil Nadu,Kharif,Rice,1.03,1802.0,No,7.2,16.0,28.1,4.23
14,68,98,5.35,248.6,39.5,65.9,Sandy,Punjab,Zaid,Rice,1.6,449.0,No,30.0,27.4,26.2,1.69
124,84,129,7.4,132.1,38.1,45.6,Sandy,West Bengal,Kharif,Jowar,2.16,337.0,No,29.2,11.5,17.7,3.78
17,50,163,8.27,96.4,22.2,53.0,Clay,Tamil Nadu,Zaid,Rice,2.73,1916.0,No,3.2,14.8,24.3,2.39
12,115,193,5.57,87.2,22.1,44.9,Peaty,Andhra Pradesh,Zaid,Sugarcane,1.8,1616.0,Yes,26.6,28.8,23.4,3.58
138,131,104,7.24,236.5,24.0,46.2,Silty,Bihar,Rabi,Pulses,1.9,2680.0,No,24.7,41.7,12.3,7.11
119,21,174,5.14,133.1,39.0,58.6,Peaty,Gujarat,Zaid,Pulses,2.74,1856.0,Yes,25.9,31.2,21.2,6.3
118,133,185,6.35,146.9,21.1,75.9,Clay,Maharashtra,Kharif,Wheat,0.32,699.0,No,15.9,22.3,25.5,6.82
134,130,15,5.61,212.8,22.2,69.9,Silty,Punjab,Rabi,Rice,2.55,294.0,Yes,17.2,17.8,7.8,2.27
61,122,122,8.29,288.6,26.5,89.1,Sandy,Punjab,Zaid,Sugarcane,0.82,85.0,No,15.0,32.2,23.6,7.62
10,93,7,7.28,218.7,33.4,46.6,Clay,Bihar,Zaid,Bajra,2.27,1970.0,No,3.5,18.6,15.7,2.62
43,77,190,4.48,121.4,28.7,63.7,Sandy,Maharashtra,Zaid,Wheat,0.77,2256.0,Yes,22.6,23.8,23.7,1.88
38,100,125,4.99,253.3,27.1,71.3,Peaty,Maharashtra,Rabi,Jowar,2.15,1556.0,No,7.3,9.2,19.7,3.66
22,21,10,8.29,85.5,29.8,50.0,Sandy,West Bengal,Kharif,Bajra,1.32,2966.0,Yes,10.3,43.8,28.5,6.84
117,92,66,8.09,83.3,26.7,62.4,Loamy,Gujarat,Zaid,Bajra,1.21,2691.0,No,16.2,32.8,26.4,5.68
135,94,120,8.0,285.4,23.9,55.0,Clay,Bihar,Zaid,Jowar,0.86,886.0,Yes,9.4,21.6,24.7,6.61
114,117,118,6.57,244.6,37.8,47.0,Clay,Gujarat,Rabi,Pulses,0.42,2545.0,No,17.5,32.5,21.7,4.17
31,92,24,4.97,107.1,23.4,75.3,Loamy,Bihar,Zaid,Wheat,1.3,428.0,No,15.4,48.8,1.0,4.76
75,113,42,4.19,168.3,24.9,73.1,Chalky,Tamil Nadu,Rabi,Cotton,1.2,505.0,Yes,16.2,19.4,3.8,5.53
138,77,18,6.29,218.4,38.9,44.5,Peaty,Punjab,Kharif,Jowar,1.52,2338.0,Yes,28.0,31.4,24.9,7.22
102,135,203,5.11,67.2,26.7,79.9,Chalky,Punjab,Zaid,Rice,0.44,2175.0,Yes,18.6,31.4,20.9,3.27
51,46,169,4.03,182.8,35.8,64.1,Silty,Punjab,Rabi,Wheat,0.43,123.0,Yes,21.6,39.5,25.5,7.9
55,49,176,4.98,82.2,38.0,56.9,Chalky,Punjab,Kharif,Sugarcane,0.23,2130.0,No,9.4,29.5,29.9,5.9
127,32,134,6.93,102.2,28.6,69.9,Clay,Gujarat,Zaid,Wheat,0.83,2203.0,Yes,7.2,26.4,14.5,4.61
34,48,165,6.31,296.6,36.7,64.7,Sandy,West Bengal,Rabi,Pulses,1.54,240.0,No,8.2,30.1,4.0,5.62
39,15,113,6.16,188.2,39.8,74.5,Loamy,Punjab,Kharif,Sugarcane,0.98,927.0,No,7.3,10.8,22.8,8.7
97,48,33,6.95,91.5,30.3,61.0,Sandy,Bihar,Rabi,Maize,1.44,863.0,Yes,21.9,17.4,25.6,7.25
51,142,106,5.5,298.3,24.4,54.5,Peaty,Bihar,Zaid,Jowar,1.47,1830.0,No,4.3,8.1,27.2,4.98
130,109,125,6.25,139.9,38.0,88.1,Sandy,Gujarat,Rabi,Wheat,2.46,1584.0,No,21.3,35.7,27.6,4.0
88,52,31,4.11,198.1,32.2,45.4,Clay,Gujarat,Rabi,Bajra,2.69,477.0,Yes,9.7,33.6,11.3,8.24
110,95,202,6.49,114.7,23.7,71.8,Chalky,West Bengal,Rabi,Maize,1.18,1683.0,Yes,27.3,28.0,28.0,5.31
87,120,33,4.1,104.7,21.8,57.1,Clay,Andhra Pradesh,Kharif,Wheat,2.52,2292.0,Yes,2.5,21.3,27.6,5.28
9,54,115,6.0,103.4,33.3,88.0,Loamy,West Bengal,Kharif,Pulses,1.08,500.0,No,12.4,40.2,2.8,6.09
109,109,138,8.23,256.9,38.1,42.5,Chalky,Andhra Pradesh,Kharif,Wheat,1.51,2874.0,Yes,22.8,24.0,6.6,8.1
135,122,38,5.13,287.9,38.0,44.1,Clay,Maharashtra,Zaid,Wheat,0.41,1862.0,Yes,20.7,5.7,2.4,5.95
40,42,159,4.73,127.3,21.4,85.7,Sandy,Tamil Nadu,Zaid,Maize,2.0,747.0,No,19.4,37.8,17.4,4.02
0,124,76,4.67,169.7,31.6,82.0,Clay,Punjab,Kharif,Pulses,2.56,2516.0,Yes,26.6,45.0,2.9,5.54
120,21,174,5.26,263.8,20.2,76.6,Clay,Punjab,Zaid,Jowar,1.96,1195.0,Yes,28.6,36.1,20.0,6.74
72,89,31,6.54,233.5,32.8,76.4,Sandy,Punjab,Zaid,Bajra,0.63,2796.0,Yes,5.7,28.3,9.0,1.28
100,142,23,7.16,299.1,30.1,45.5,Sandy,Punjab,Kharif,Rice,1.0,49.0,Yes,22.2,21.3,14.8,2.67
37,96,55,4.44,160.0,37.7,55.0,Clay,Punjab,Rabi,Rice,1.51,2649.0,No,13.9,8.0,15.7,7.88
88,43,51,5.27,140.2,23.7,51.8,Silty,West Bengal,Zaid,Sugarcane,0.85,453.0,No,4.4,21.9,10.6,8.09
112,95,151,7.86,268.5,27.5,66.6,Peaty,Andhra Pradesh,Rabi,Rice,0.91,1871.0,Yes,15.4,44.1,29.2,8.08
98,114,69,5.1,109.8,33.9,62.6,Silty,Tamil Nadu,Kharif,Sugarcane,0.98,660.0,No,25.2,32.9,18.0,8.33
85,82,192,4.23,95.0,32.5,51.6,Sandy,Punjab,Zaid,Jowar,1.29,2802.0,Yes,22.0,20.6,12.8,6.03
76,89,170,4.39,281.8,21.8,83.2,Clay,Tamil Nadu,Rabi,Maize,1.19,2392.0,No,9.9,36.9,2.7,2.04
103,106,54,5.52,187.1,28.4,75.0,Loamy,Punjab,Rabi,Pulses,1.11,139.0,No,20.1,49.1,5.0,6.91
105,11,89,4.85,130.8,26.5,66.2,Chalky,Bihar,Rabi,Bajra,1.37,744.0,Yes,1.2,44.0,28.4,3.77
86,5,61,7.5,130.4,27.8,49.8,Silty,Andhra Pradesh,Rabi,Jowar,1.84,865.0,No,20.0,23.5,11.2,5.04
66,22,110,5.88,280.1,32.9,77.0,Clay,Maharashtra,Zaid,Pulses,0.44,2890.0,No,6.0,35.9,3.8,7.4
117,97,132,8.15,131.0,37.5,41.1,Peaty,West Bengal,Kharif,Wheat,1.85,2140.0,No,12.0,41.6,17.6,8.98
106,104,56,5.1,51.8,34.8,62.3,Sandy,Bihar,Kharif,Barley,1.88,858.0,Yes,1.4,16.2,4.3,9.07
49,112,36,7.28,259.3,34.1,62.5,Loamy,Andhra Pradesh,Zaid,Rice,0.94,289.0,No,26.4,46.6,13.7,9.95
115,139,18,7.47,85.3,30.4,82.3,Loamy,Andhra Pradesh,Rabi,Barley,2.13,1198.0,Yes,18.0,31.7,28.6,7.79
95,37,30,7.17,164.0,30.5,42.7,Chalky,West Bengal,Rabi,Barley,2.47,400.0,No,19.3,47.2,28.4,3.77
137,20,105,5.46,280.0,25.8,43.2,Silty,Gujarat,Zaid,Cotton,0.86,1581.0,No,24.1,41.1,23.0,4.9
101,59,104,5.59,194.6,37.3,50.0,Loamy,Bihar,Rabi,Pulses,2.44,2456.0,Yes,8.2,16.5,8.9,6.27
130,135,127,5.71,61.2,33.4,41.9,Silty,Gujarat,Rabi,Jowar,1.04,538.0,Yes,18.3,6.9,6.7,8.03
32,48,143,8.01,282.6,39.8,47.0,Loamy,Bihar,Zaid,Pulses,1.65,516.0,No,29.2,6.8,8.3,8.43
135,134,33,5.69,270.6,34.5,89.9,Silty,West Bengal,Zaid,Wheat,2.46,1072.0,No,18.6,20.6,19.2,1.69
98,77,68,6.77,286.1,30.9,71.4,Loamy,Bihar,Kharif,Maize,2.3,2396.0,Yes,2.6,43.9,26.9,2.54
67,15,131,8.24,286.3,27.7,86.6,Silty,Andhra Pradesh,Kharif,Sugarcane,0.97,443.0,No,0.1,38.2,17.4,3.27
83,131,83,4.01,163.8,21.4,44.8,Peaty,Maharashtra,Zaid,Bajra,2.35,2052.0,Yes,21.8,20.8,26.9,4.49
138,87,80,5.9,90.3,38.9,65.8,Silty,Punjab,Zaid,Jowar,1.61,686.0,No,15.6,11.4,21.9,8.0
18,55,165,7.65,67.1,24.2,46.7,Peaty,Punjab,Rabi,Cotton,0.52,1429.0,Yes,1.8,11.3,15.0,5.2
134,8,22,7.04,281.6,20.9,50.4,Loamy,Gujarat,Zaid,Pulses,1.6,1032.0,Yes,7.5,20.7,14.5,7.02
49,54,188,7.54,94.9,26.7,77.4,Chalky,Bihar,Zaid,Bajra,0.71,2851.0,No,22.1,24.9,12.0,5.42
96,7,76,8.18,61.4,33.2,86.0,Silty,Bihar,Kharif,Pulses,2.77,905.0,No,25.3,32.1,27.2,8.14
47,42,106,4.06,232.1,35.3,54.5,Chalky,Gujarat,Rabi,Barley,2.82,1221.0,No,1.1,16.4,21.4,5.56
57,85,55,6.27,224.2,30.7,73.1,Peaty,West Bengal,Kharif,Cotton,1.03,2203.0,No,6.6,18.3,25.9,2.82
112,8,179,8.44,277.4,35.6,59.5,Silty,Gujarat,Rabi,Sugarcane,1.66,2983.0,Yes,0.3,35.4,26.2,1.85
38,36,116,6.73,234.4,37.4,45.2,Silty,West Bengal,Rabi,Sugarcane,1.13,1080.0,Yes,5.2,14.3,14.1,5.85
21,63,52,6.03,170.4,38.9,76.1,Peaty,Gujarat,Kharif,Barley,1.78,1524.0,Yes,27.7,41.3,19.0,6.67
23,46,154,6.92,294.8,22.1,72.1,Clay,Andhra Pradesh,Kharif,Pulses,0.88,710.0,No,19.0,35.6,17.3,1.64
32,105,129,7.68,263.0,35.8,63.9,Loamy,Gujarat,Rabi,Cotton,0.87,72.0,Yes,3.1,9.9,17.2,5.83
8,88,37,6.75,287.3,39.6,47.3,Chalky,West Bengal,Zaid,Barley,0.25,50.0,No,4.5,19.4,25.0,7.63
20,41,178,7.18,291.6,22.9,51.7,Silty,Andhra Pradesh,Zaid,Bajra,1.66,2873.0,No,10.3,37.2,28.3,5.36
63,8,173,6.53,273.3,28.6,84.1,Chalky,Bihar,Rabi,Pulses,2.91,534.0,Yes,20.3,6.2,23.2,4.81
110,47,196,5.07,234.9,38.2,73.3,Silty,Andhra Pradesh,Rabi,Maize,1.24,2458.0,No,13.6,22.6,22.7,7.97
2,107,23,4.73,266.8,20.3,73.5,Clay,Bihar,Rabi,Maize,0.81,1388.0,No,18.2,21.9,18.2,8.83
124,66,62,4.25,256.5,22.6,43.0,Loamy,Punjab,Rabi,Sugarcane,2.96,2634.0,No,6.0,16.8,17.3,5.89
96,41,151,5.31,223.4,33.1,75.5,Sandy,Punjab,Zaid,Maize,1.87,50.0,Yes,27.9,46.9,19.4,2.07
88,34,72,6.51,97.2,26.7,49.4,Loamy,Maharashtra,Zaid,Jowar,2.59,2661.0,Yes,18.4,15.7,24.5,8.95
35,121,5,5.68,198.4,32.2,45.0,Clay,Punjab,Kharif,Maize,0.9,1021.0,No,7.2,49.9,22.4,6.16
43,79,147,6.42,172.0,38.4,71.0,Silty,Tamil Nadu,Kharif,Bajra,1.83,2703.0,Yes,2.6,13.1,20.2,5.2
113,31,62,6.71,178.3,26.9,62.8,Sandy,Punjab,Kharif,Bajra,1.17,1263.0,No,14.8,34.8,19.4,7.99
51,59,79,6.23,279.8,26.8,54.4,Sandy,West Bengal,Kharif,Rice,1.04,80.0,Yes,10.0,12.9,8.2,1.41
45,14,197,7.06,121.1,26.9,63.0,Chalky,Andhra Pradesh,Zaid,Sugarcane,0.92,2153.0,No,17.4,37.8,14.7,5.11
81,128,110,8.3,232.4,23.6,60.1,Silty,West Bengal,Rabi,Barley,1.76,2388.0,No,23.7,28.1,25.8,7.73
50,125,199,7.61,154.0,37.5,53.0,Clay,Bihar,Kharif,Bajra,1.4,2499.0,No,28.7,19.4,1.8,3.98
